occurrence_no,identified_name,identified_rank,accepted_name,accepted_rank,early_interval,max_ma,min_ma,ref_pubyr,phylum,class,order,family,genus,lng,lat,state,county,paleolng,paleolat,geoplate,cc,lithdescript,lithology1,lithadj1,lithification1,environment,tectonic_setting,geology_comments,assembl_comps,pres_mode,collection_type,taxonomy_comments,taxon_environment,motility,vision,diet,genus
11211,Parachonetes sp.,genus,Parachonetes,genus,Pragian,410.8,407.6,1983,Brachiopoda,Strophomenata,Productida,Strophochonetidae,Parachonetes,144.279999,-36.759998,Victoria,,125.2,-31.65,801,AU,,not reported,,,marine indet.,,"""BA6"" [no litho info given]",macrofossils,body,paleoecologic,"""Garratt, 1983""",,stationary,blind,suspension feeder,Parachonetes
11212,Lissatrypa sp.,genus,Lissatrypa,genus,Pragian,410.8,407.6,1983,Brachiopoda,Rhynchonellata,Atrypida,Lissatrypidae,Lissatrypa,144.279999,-36.759998,Victoria,,125.2,-31.65,801,AU,,not reported,,,marine indet.,,"""BA6"" [no litho info given]",macrofossils,body,paleoecologic,"""Garratt, 1983""",,stationary,blind,suspension feeder,Lissatrypa
11213,Dicranurus sp.,genus,Dicranurus,genus,Pragian,410.8,407.6,1983,Arthropoda,Trilobita,Odontopleurida,Odontopleuridae,Dicranurus,144.279999,-36.759998,Victoria,,125.2,-31.65,801,AU,,not reported,,,marine indet.,,"""BA6"" [no litho info given]",macrofossils,body,paleoecologic,"""Garratt, 1983""",marine,fast-moving,well-developed,carnivore,Dicranurus
11214,Odontochile sp.,genus,Odontochile,genus,Pragian,410.8,407.6,1983,Arthropoda,Trilobita,Phacopida,Dalmanitidae,Odontochile,144.279999,-36.759998,Victoria,,125.2,-31.65,801,AU,,not reported,,,marine indet.,,"""BA6"" [no litho info given]",macrofossils,body,paleoecologic,"""Garratt, 1983""",marine,fast-moving,well-developed,carnivore,Odontochile
11215,Apocalymene sp.,genus,Apocalymene,genus,Pragian,410.8,407.6,1983,Arthropoda,Trilobita,Phacopida,Calymenidae,Apocalymene,144.279999,-36.759998,Victoria,,125.2,-31.65,801,AU,,not reported,,,marine indet.,,"""BA6"" [no litho info given]",macrofossils,body,paleoecologic,"""Garratt, 1983""",marine,actively mobile,well-developed,carnivore,Apocalymene
18898,Nanonavis subdiscors,species,Nanonavis,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Arcida,Parallelodontidae,Nanonavis,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",,"facultatively mobile, attached",blind,suspension feeder,Nanonavis
18899,Pseudolimea flabellulina,species,Pseudolimea,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,"stationary, attached",blind,suspension feeder,Pseudolimea
18900,Pseudolimea sp.,genus,Pseudolimea,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,"stationary, attached",blind,suspension feeder,Pseudolimea
18901,Plagiostoma sp.,genus,Plagiostoma,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,"stationary, attached",blind,suspension feeder,Plagiostoma
18902,Pycnodonte vesicularis,species,Pycnodonte vesicularis,species,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Pycnodonte,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992","marine,brackish","stationary, attached",blind,suspension feeder,Pycnodonte
18903,Atreta nilssoni,species,Atreta nilssoni,species,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Dimyidae,Atreta,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,"stationary, attached",blind,suspension feeder,Atreta
18904,Entolium membranaceum,species,Entolium membranaceum,species,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,NO_FAMILY_SPECIFIED,Entolium,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,facultatively mobile,blind,suspension feeder,Entolium
18905,Giraliapecten oboloides,species,Giraliapecten,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Pectinidae,Giraliapecten,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,facultatively mobile,limited,suspension feeder,Giraliapecten
18906,Giraliapecten sp.,genus,Giraliapecten,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Pectinidae,Giraliapecten,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,facultatively mobile,limited,suspension feeder,Giraliapecten
18907,Microchlamys propesalebrosa,species,Dhondtichlamys,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Pectinidae,Dhondtichlamys,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,facultatively mobile,limited,suspension feeder,Dhondtichlamys
18908,Nippononectes sp.,genus,Nippononectes,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Pectinidae,Nippononectes,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,facultatively mobile,limited,suspension feeder,Nippononectes
18909,Lyriochlamys cracenticostata,species,Lyriochlamys,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Pectinidae,Lyriochlamys,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,facultatively mobile,limited,suspension feeder,Lyriochlamys
18910,Neithea sp.,genus,Neithea,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Pectinidae,Neithea,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,facultatively mobile,limited,suspension feeder,Neithea
18911,Spondylus schekkermanae,species,Spondylus,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,"stationary, attached",limited,suspension feeder,Spondylus
18912,Spondylus latus,species,Newaagia obliquus,species,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pectinida,Terquemiidae,Newaagia,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",marine,stationary,blind,suspension feeder,Newaagia
18913,Skwarkoella miriana,species,Skwarkoella,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Trigoniida,NO_FAMILY_SPECIFIED,Skwarkoella,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",,facultatively mobile,blind,suspension feeder,Skwarkoella
18914,Oistotrigonia sp.,genus,Linotrigonia (Oistotrigonia),subgenus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Trigoniida,Trigoniidae,Linotrigonia (Oistotrigonia),114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",,facultatively mobile,blind,suspension feeder,Linotrigonia (Oistotrigonia)
18915,Panopea stenopleura,species,Panopea,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Hiatellida,Hiatellidae,Panopea,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",,stationary,blind,suspension feeder,Panopea
18916,Pholadomya sp.,genus,Pholadomya,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pholadomya,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",,facultatively mobile,blind,suspension feeder,Pholadomya
18917,Inoceramus sp.,genus,Inoceramus,genus,Maastrichtian,72.1,66,1999,Mollusca,Bivalvia,Myalinida,Inoceramidae,Inoceramus,114,-23,Western Australia,,114.79,-53.91,801,AU,,not reported,,,marine indet.,,,macrofossils,body,general faunal/floral,"history: new-516, DJ in 1992",,facultatively mobile,blind,suspension feeder,Inoceramus
35959,Rhynchotrema sp.,genus,Rhynchotrema,genus,Eastonian,456.1,449.5,1982,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchotrematidae,Rhynchotrema,149,-33,New South Wales,,117.28,13.29,801,AU,,siltstone,,lithified,estuary/bay,,"Mixed calcareous siliciclastics representing shallow subtidal/quiet intertidal environments, described as nearshore to estuarine/bay",macrofossils,body,paleoecologic,,,"stationary, attached, epibiont",blind,suspension feeder,Rhynchotrema
35960,Pliomerina sp.,genus,Pliomerina,genus,Eastonian,456.1,449.5,1982,Arthropoda,Trilobita,Phacopida,Pliomeridae,Pliomerina,149,-33,New South Wales,,117.28,13.29,801,AU,,siltstone,,lithified,estuary/bay,,"Mixed calcareous siliciclastics representing shallow subtidal/quiet intertidal environments, described as nearshore to estuarine/bay",macrofossils,body,paleoecologic,,marine,fast-moving,well-developed,carnivore,Pliomerina
35961,Lingulida indet.,order,Lingulida,order,Eastonian,456.1,449.5,1982,Brachiopoda,Lingulata,Lingulida,,,149,-33,New South Wales,,117.28,13.29,801,AU,,siltstone,,lithified,estuary/bay,,"Mixed calcareous siliciclastics representing shallow subtidal/quiet intertidal environments, described as nearshore to estuarine/bay",macrofossils,body,paleoecologic,,,"stationary, attached",blind,suspension feeder,
35962,Ostracoda indet.,class,Ostracoda,class,Eastonian,456.1,449.5,1982,Arthropoda,Ostracoda,,,,149,-33,New South Wales,,117.28,13.29,801,AU,,siltstone,,lithified,estuary/bay,,"Mixed calcareous siliciclastics representing shallow subtidal/quiet intertidal environments, described as nearshore to estuarine/bay",macrofossils,body,paleoecologic,,"hypersaline,marine,brackish,freshwater",actively mobile,limited,,
35963,Gastropoda indet.,class,Gastropoda,class,Eastonian,456.1,449.5,1982,Mollusca,Gastropoda,,,,149,-33,New South Wales,,117.28,13.29,801,AU,,siltstone,,lithified,estuary/bay,,"Mixed calcareous siliciclastics representing shallow subtidal/quiet intertidal environments, described as nearshore to estuarine/bay",macrofossils,body,paleoecologic,,,actively mobile,limited,,
35964,Eodinobolus sp.,genus,Eodinobolus,genus,Eastonian,456.1,449.5,1983,Brachiopoda,Craniata,Trimerellida,Trimerellidae,Eodinobolus,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,estuary/bay,,"Lime-mud supported shell bank, but with substantial terrigenous material; described as restricted, nearshore conditions, possibly estuarine or protected bay.",macrofossils,body,paleoecologic,PJW: this can be broken up into several bed-by-bed collections.,marine,stationary,blind,suspension feeder,Eodinobolus
35965,Tetradium duplex,species,Tetradium,genus,Eastonian,456.1,449.5,1983,Rhodophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Tetradium,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,estuary/bay,,"Lime-mud supported shell bank, but with substantial terrigenous material; described as restricted, nearshore conditions, possibly estuarine or protected bay.",macrofossils,body,paleoecologic,PJW: this can be broken up into several bed-by-bed collections.,,,,,Tetradium
35966,Gastropoda indet.,class,Gastropoda,class,Eastonian,456.1,449.5,1983,Mollusca,Gastropoda,,,,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,estuary/bay,,"Lime-mud supported shell bank, but with substantial terrigenous material; described as restricted, nearshore conditions, possibly estuarine or protected bay.",macrofossils,body,paleoecologic,PJW: this can be broken up into several bed-by-bed collections.,,actively mobile,limited,,
35967,Ostracoda indet.,class,Ostracoda,class,Eastonian,456.1,449.5,1983,Arthropoda,Ostracoda,,,,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,estuary/bay,,"Lime-mud supported shell bank, but with substantial terrigenous material; described as restricted, nearshore conditions, possibly estuarine or protected bay.",macrofossils,body,paleoecologic,PJW: this can be broken up into several bed-by-bed collections.,"hypersaline,marine,brackish,freshwater",actively mobile,limited,,
35968,Homotrypa sp.,genus,Homotrypa,genus,Eastonian,456.1,449.5,1983,Bryozoa,Stenolaemata,Trepostomata,Monticuliporidae,Homotrypa,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,estuary/bay,,"Lime-mud supported shell bank, but with substantial terrigenous material; described as restricted, nearshore conditions, possibly estuarine or protected bay.",macrofossils,body,paleoecologic,PJW: this can be broken up into several bed-by-bed collections.,,"stationary, attached",blind,suspension feeder,Homotrypa
35969,Alleynodictyon sp.,genus,Alleynodictyon,genus,Eastonian,456.1,449.5,1983,Porifera,Stromatoporoidea,Labechiida,Aulaceratidae,Alleynodictyon,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,estuary/bay,,"Lime-mud supported shell bank, but with substantial terrigenous material; described as restricted, nearshore conditions, possibly estuarine or protected bay.",macrofossils,body,paleoecologic,PJW: this can be broken up into several bed-by-bed collections.,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Alleynodictyon
35970,Tetradium cribriforme,species,Tetradium,genus,Eastonian,456.1,449.5,1983,Rhodophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Tetradium,149,-33,New South Wales,,117.28,13.29,801,AU,,sandstone,,lithified,"reef, buildup or bioherm",,"Coralgal stromatoporoid biostrome, wave baffle community; described as skeletal lime sands",macrofossils,body,biostratigraphic,,,,,,Tetradium
35971,Cystistroma sp.,genus,Cystistroma,genus,Eastonian,456.1,449.5,1983,Porifera,Stromatoporoidea,Labechiida,Stromatoceriidae,Cystistroma,149,-33,New South Wales,,117.28,13.29,801,AU,,sandstone,,lithified,"reef, buildup or bioherm",,"Coralgal stromatoporoid biostrome, wave baffle community; described as skeletal lime sands",macrofossils,body,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Cystistroma
35972,Nyctopora sp.,genus,Nyctopora,genus,Eastonian,456.1,449.5,1983,Cnidaria,Anthozoa,Lichenariida,Lyoporidae,Nyctopora,149,-33,New South Wales,,117.28,13.29,801,AU,,sandstone,,lithified,"reef, buildup or bioherm",,"Coralgal stromatoporoid biostrome, wave baffle community; described as skeletal lime sands",macrofossils,body,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Nyctopora
35973,Bajgolia sp.,genus,Bajgolia,genus,Eastonian,456.1,449.5,1983,Cnidaria,Anthozoa,Auloporida,Bajgoliidae,Bajgolia,149,-33,New South Wales,,117.28,13.29,801,AU,,sandstone,,lithified,"reef, buildup or bioherm",,"Coralgal stromatoporoid biostrome, wave baffle community; described as skeletal lime sands",macrofossils,body,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Bajgolia
35974,Hillophyllum sp.,genus,Hillophyllum,genus,Eastonian,456.1,449.5,1983,Cnidaria,Anthozoa,Cystiphyllida,Tryplasmatidae,Hillophyllum,149,-33,New South Wales,,117.28,13.29,801,AU,,sandstone,,lithified,"reef, buildup or bioherm",,"Coralgal stromatoporoid biostrome, wave baffle community; described as skeletal lime sands",macrofossils,body,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Hillophyllum
35975,Batostoma sp.,genus,Batostoma,genus,Eastonian,456.1,449.5,1983,Bryozoa,Stenolaemata,Trepostomida,NO_FAMILY_SPECIFIED,Batostoma,149,-33,New South Wales,,117.28,13.29,801,AU,,sandstone,,lithified,"reef, buildup or bioherm",,"Coralgal stromatoporoid biostrome, wave baffle community; described as skeletal lime sands",macrofossils,body,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Batostoma
35976,Rhynchotrema sp.,genus,Rhynchotrema,genus,Eastonian,456.1,449.5,1983,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchotrematidae,Rhynchotrema,149,-33,New South Wales,,117.28,13.29,801,AU,,sandstone,,lithified,"reef, buildup or bioherm",,"Coralgal stromatoporoid biostrome, wave baffle community; described as skeletal lime sands",macrofossils,body,biostratigraphic,,,"stationary, attached, epibiont",blind,suspension feeder,Rhynchotrema
35977,Batostoma sp.,genus,Batostoma,genus,Eastonian,456.1,449.5,1983,Bryozoa,Stenolaemata,Trepostomida,NO_FAMILY_SPECIFIED,Batostoma,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,deep subtidal shelf,,Lithology is lime mudstone and wackestone/packstone; Environment described as high diversity fauna in offshore mud zone,macrofossils,body,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Batostoma
35978,Protozyga sp.,genus,Protozyga,genus,Eastonian,456.1,449.5,1983,Brachiopoda,Rhynchonellata,Atrypida,Protozygidae,Protozyga,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,deep subtidal shelf,,Lithology is lime mudstone and wackestone/packstone; Environment described as high diversity fauna in offshore mud zone,macrofossils,body,biostratigraphic,,,stationary,blind,suspension feeder,Protozyga
35979,Tetradium cribriforme,species,Tetradium,genus,Eastonian,456.1,449.5,1983,Rhodophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Tetradium,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,deep subtidal shelf,,Lithology is lime mudstone and wackestone/packstone; Environment described as high diversity fauna in offshore mud zone,macrofossils,body,biostratigraphic,,,,,,Tetradium
35980,Catazyga sp.,genus,Catazyga,genus,Eastonian,456.1,449.5,1983,Brachiopoda,Rhynchonellata,Atrypida,Anazygidae,Catazyga,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,deep subtidal shelf,,Lithology is lime mudstone and wackestone/packstone; Environment described as high diversity fauna in offshore mud zone,macrofossils,body,biostratigraphic,,,"stationary, attached",blind,suspension feeder,Catazyga
35981,Nyctopora sp.,genus,Nyctopora,genus,Eastonian,456.1,449.5,1983,Cnidaria,Anthozoa,Lichenariida,Lyoporidae,Nyctopora,149,-33,New South Wales,,117.28,13.29,801,AU,,lime mudstone,,lithified,deep subtidal shelf,,Lithology is lime mudstone and wackestone/packstone; Environment described as high diversity fauna in offshore mud zone,macrofossils,body,biostratigraphic,,,"stationary, attached",blind,"suspension feeder, photosymbiotic",Nyctopora
